field_position_id,surface,message,message_variant,protocol,field_path,parent_path,field_name,field_kind,presence,cardinality,data_type,standard_document,standard_version,standard_reference,charging_relevance,relevance_reason,constraint_ids,scenario_ids,review_status
FP-2181,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.cgi.cellId,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.cgi,cellId,OpenAPI leaf field,M,,string,3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A70,REVIEWED
FP-2182,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.sai.plmnId.mcc,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.sai.plmnId,mcc,OpenAPI leaf field,M,,Mcc,3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A70,REVIEWED
FP-2183,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.sai.plmnId.mnc,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.sai.plmnId,mnc,OpenAPI leaf field,M,,Mnc,3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A70,REVIEWED
FP-2184,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.sai.lac,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.sai,lac,OpenAPI leaf field,M,,string,3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A70,REVIEWED
FP-2185,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.sai.sac,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.sai,sac,OpenAPI leaf field,M,,string,3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A70,REVIEWED
FP-2186,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.lai.plmnId.mcc,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.lai.plmnId,mcc,OpenAPI leaf field,M,,Mcc,3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A70,REVIEWED
FP-2187,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.lai.plmnId.mnc,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.lai.plmnId,mnc,OpenAPI leaf field,M,,Mnc,3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A70,REVIEWED
FP-2188,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.lai.lac,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.lai,lac,OpenAPI leaf field,M,,string,3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A70,REVIEWED
FP-2189,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.rai.plmnId.mcc,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.rai.plmnId,mcc,OpenAPI leaf field,M,,Mcc,3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A70,REVIEWED
FP-2190,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.rai.plmnId.mnc,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.rai.plmnId,mnc,OpenAPI leaf field,M,,Mnc,3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A70,REVIEWED
FP-2191,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.rai.lac,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.rai,lac,OpenAPI leaf field,M,,string,3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A70,REVIEWED
FP-2192,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.rai.rac,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.rai,rac,OpenAPI leaf field,M,,string,3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A70,REVIEWED
FP-2193,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.ageOfLocationInformation,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation,ageOfLocationInformation,OpenAPI leaf field,O/C,,"integer; min=0, max=32767",3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A56, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A56 | T4N-A70,REVIEWED
FP-2194,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.ueLocationTimestamp,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation,ueLocationTimestamp,OpenAPI leaf field,O/C,,DateTime,3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A56, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A56 | T4N-A70,REVIEWED
FP-2195,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.geographicalInformation,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation,geographicalInformation,OpenAPI leaf field,O/C,,string,3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A70,REVIEWED
FP-2196,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation.geodeticInformation,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.utraLocation,geodeticInformation,OpenAPI leaf field,O/C,,string,3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A70,REVIEWED
FP-2197,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.geraLocation.locationNumber,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.geraLocation,locationNumber,OpenAPI leaf field,O/C,,string,3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A70,REVIEWED
FP-2198,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.geraLocation.cgi.plmnId.mcc,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.geraLocation.cgi.plmnId,mcc,OpenAPI leaf field,M,,Mcc,3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A70,REVIEWED
FP-2199,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.geraLocation.cgi.plmnId.mnc,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.geraLocation.cgi.plmnId,mnc,OpenAPI leaf field,M,,Mnc,3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A70,REVIEWED
FP-2200,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.geraLocation.cgi.lac,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.geraLocation.cgi,lac,OpenAPI leaf field,M,,string,3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A70,REVIEWED
FP-2201,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.geraLocation.cgi.cellId,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.geraLocation.cgi,cellId,OpenAPI leaf field,M,,string,3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A70,REVIEWED
FP-2202,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.geraLocation.sai.plmnId.mcc,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.geraLocation.sai.plmnId,mcc,OpenAPI leaf field,M,,Mcc,3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A70,REVIEWED
FP-2203,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.geraLocation.sai.plmnId.mnc,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.geraLocation.sai.plmnId,mnc,OpenAPI leaf field,M,,Mnc,3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A70,REVIEWED
FP-2204,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.geraLocation.sai.lac,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.geraLocation.sai,lac,OpenAPI leaf field,M,,string,3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A70,REVIEWED
FP-2205,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.geraLocation.sai.sac,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.geraLocation.sai,sac,OpenAPI leaf field,M,,string,3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A70,REVIEWED
FP-2206,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.geraLocation.lai.plmnId.mcc,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.geraLocation.lai.plmnId,mcc,OpenAPI leaf field,M,,Mcc,3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A70,REVIEWED
FP-2207,T4-Nchf,Nchf ChargingDataRequest,Create / Update / Release; LBO/PDU-session projection,SBI/OpenAPI,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.geraLocation.lai.plmnId.mnc,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.pDUContainerInformation.userLocationInformation.geraLocation.lai.plmnId,mnc,OpenAPI leaf field,M,,Mnc,3GPP TS 32.291; TS 32.255; TS 29.571,TS 32.291 V17.14.0; TS 32.255 V17.14.0; TS 29.571 V17.12.0,"TS 32.291 Create/Update/Release, §6.1.6.2 and Annex A; TS 32.255 applicability",DIRECT,"Directly mapped to charging-threat candidate(s): T4N-A13, T4N-A17, T4N-A34, T4N-A55, T4N-A70.",T4N-R05 | T4N-R08 | T4N-R10 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A55 | T4N-A70,REVIEWED
