scenario_id,surface,message,scenario_name,field_patterns,matched_field_count,matched_field_examples,field_mapping_mode,constraint_ids,attacker_nf,violated_invariants,candidate_class,implementation_priority,testbed_support_expectation,initial_validation_status,standard_basis,required_evidence,recommended_workload
T4N-A36,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,Multihomed PDU-address substitution,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.multipleUnitUsage\.multihomedPDUAddress\.,7,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.multihomedPDUAddress.pduIPv4Address | ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.multihomedPDUAddress.pduIPv6AddresswithPrefix | ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.multihomedPDUAddress.pduAddressprefixlength | ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.multihomedPDUAddress.iPv4dynamicAddressFlag | ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.multihomedPDUAddress.iPv6dynamicPrefixFlag | ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.multihomedPDUAddress.addIpv6AddrPrefixes | ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.multihomedPDUAddress.addIpv6AddrPrefixList,FIELD_AND_RELATION,T4N-R14 | T4N-R19,V-SMF,"Attr,Ctx,Uniq",CONDITIONAL,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W5_TWO_SUBSCRIBERS
T4N-A37,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,Duplicate multipleQFIcontainer,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.roamingQBCInformation\.multipleQFIcontainer\.,214,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.triggers.triggerType | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.triggers.triggerCategory | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.triggers.timeLimit | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.triggers.volumeLimit | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.triggers.volumeLimit64 | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.triggers.eventLimit | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.triggers.maxNumberOfccc | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.triggers.tariffTimeChange,FIELD_AND_RELATION,T4N-R11 | T4N-R20,V-SMF,Uniq,DIRECT,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W4_TWO_ACCOUNTING_BOUNDARIES
T4N-A38,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,QFI substitution or collision,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.roamingQBCInformation\.multipleQFIcontainer\.qFIContainerInformation\.qFI$,1,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.qFI,FIELD_AND_RELATION,T4N-R11 | T4N-R17,V-SMF,"Ctx,Attr,Uniq",DIRECT,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W6_DIFFERENTIATED_CONTEXT
T4N-A39,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,QFI-level volume inflation or suppression,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.roamingQBCInformation\.multipleQFIcontainer\.(totalVolume|uplinkVolume|downlinkVolume)$,3,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.totalVolume | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.uplinkVolume | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.downlinkVolume,FIELD_AND_RELATION,T4N-R06 | T4N-R11,V-SMF,"Acc,Comp,Deriv",DIRECT,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W1_UL_ONLY
T4N-A40,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,QFI-level volume arithmetic or direction inconsistency,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.roamingQBCInformation\.multipleQFIcontainer\.(totalVolume|uplinkVolume|downlinkVolume)$,3,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.totalVolume | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.uplinkVolume | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.downlinkVolume,FIELD_AND_RELATION,T4N-R06 | T4N-R11,V-SMF,"Sem,Acc,Ctx",STRUCTURAL,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W6_DIFFERENTIATED_CONTEXT
T4N-A41,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,QFI local-sequence replay or equivocation,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.roamingQBCInformation\.multipleQFIcontainer\.localSequenceNumber$,1,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.localSequenceNumber,FIELD_AND_RELATION,T4N-R08 | T4N-R11,V-SMF,"Fresh,Uniq,Sem",DIRECT,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W4_TWO_ACCOUNTING_BOUNDARIES
T4N-A42,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,QFI report/first/last usage time shift,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.roamingQBCInformation\.multipleQFIcontainer\.qFIContainerInformation\.(reportTime|timeofFirstUsage|timeofLastUsage)$,3,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.reportTime | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.timeofFirstUsage | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.timeofLastUsage,FIELD_AND_RELATION,T4N-R13,V-SMF,"Ctx,Fresh,Acc",CONDITIONAL,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W6_DIFFERENTIATED_CONTEXT
T4N-A43,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,QFI 5QI/QoS context substitution,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.roamingQBCInformation\.multipleQFIcontainer\.qFIContainerInformation\.(qoSInformation|qoSCharacteristics)\.,30,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.qoSInformation.qosId | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.qoSInformation.5qi | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.qoSInformation.maxbrUl | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.qoSInformation.maxbrDl | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.qoSInformation.gbrUl | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.qoSInformation.gbrDl | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.qoSInformation.arp.priorityLevel | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.qoSInformation.arp.preemptCap,FIELD_AND_RELATION,T4N-R11 | T4N-R17,V-SMF,"Ctx,Deriv",CONDITIONAL,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W6_DIFFERENTIATED_CONTEXT
T4N-A44,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,Conflicting QFI QoS copies,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.roamingQBCInformation\.multipleQFIcontainer\.qFIContainerInformation\.(qoSInformation|qoSCharacteristics)\.,30,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.qoSInformation.qosId | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.qoSInformation.5qi | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.qoSInformation.maxbrUl | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.qoSInformation.maxbrDl | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.qoSInformation.gbrUl | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.qoSInformation.gbrDl | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.qoSInformation.arp.priorityLevel | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.qoSInformation.arp.preemptCap,FIELD_AND_RELATION,T4N-R17 | T4N-R21,V-SMF,"Sem,Ctx,Deriv",STRUCTURAL,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W6_DIFFERENTIATED_CONTEXT
T4N-A45,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,QFI 3GPP charging-ID substitution,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.roamingQBCInformation\.multipleQFIcontainer\.qFIContainerInformation\.3gppChargingId$,1,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.3gppChargingId,FIELD_AND_RELATION,T4N-R11 | T4N-R24,V-SMF,"Attr,Ctx,Uniq",DIRECT,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W1_UL_ONLY
T4N-A46,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,Roaming-charging-profile trigger substitution,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.roamingQBCInformation\.roamingChargingProfile\.triggers\.,8,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.roamingChargingProfile.triggers.triggerType | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.roamingChargingProfile.triggers.triggerCategory | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.roamingChargingProfile.triggers.timeLimit | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.roamingChargingProfile.triggers.volumeLimit | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.roamingChargingProfile.triggers.volumeLimit64 | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.roamingChargingProfile.triggers.eventLimit | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.roamingChargingProfile.triggers.maxNumberOfccc | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.roamingChargingProfile.triggers.tariffTimeChange,FIELD_AND_RELATION,T4N-R12,V-SMF,"Auth,Ctx,Comp,Uniq",DIRECT,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W7_TIME_BOUNDARY
T4N-A47,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,Partial-record-method substitution,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.roamingQBCInformation\.roamingChargingProfile\.partialRecordMethod$,1,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.roamingChargingProfile.partialRecordMethod,FIELD_AND_RELATION,T4N-R12,V-SMF,"Sem,Comp,Uniq",DIRECT,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W6_DIFFERENTIATED_CONTEXT
T4N-A48,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,PDU-session-ID substitution,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.pDUSessionChargingInformation\.pduSessionInformation\.pduSessionID$,1,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.pduSessionInformation.pduSessionID,FIELD_AND_RELATION,T4N-R01 | T4N-R14,V-SMF,"Ctx,Attr",DIRECT,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W5_TWO_SUBSCRIBERS
T4N-A49,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,DNN/S-NSSAI charging-context substitution,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.pDUSessionChargingInformation\.pduSessionInformation\.(dnnId|networkSlicingInfo\.|hPlmnId\.) | ChargingDataRequest \(LBO/PDU-session applicability projection\)\.pDUSessionChargingInformation\.pduSessionInformation\.dnnSelectionMode$,6,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.pduSessionInformation.networkSlicingInfo.sNSSAI.sst | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.pduSessionInformation.networkSlicingInfo.sNSSAI.sd | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.pduSessionInformation.hPlmnId.mcc | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.pduSessionInformation.hPlmnId.mnc | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.pduSessionInformation.dnnId | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.pduSessionInformation.dnnSelectionMode,FIELD_AND_RELATION,T4N-R14,V-SMF,"Ctx,Attr",CONDITIONAL,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W6_DIFFERENTIATED_CONTEXT
T4N-A50,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,PDU address/type/SSC-mode substitution,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.pDUSessionChargingInformation\.pduSessionInformation\.(pduAddress\.|pduType|sscMode|mAPDUSessionInformation\.),13,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.pduSessionInformation.pduType | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.pduSessionInformation.sscMode | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.pduSessionInformation.pduAddress.pduIPv4Address | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.pduSessionInformation.pduAddress.pduIPv6AddresswithPrefix | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.pduSessionInformation.pduAddress.pduAddressprefixlength | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.pduSessionInformation.pduAddress.iPv4dynamicAddressFlag | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.pduSessionInformation.pduAddress.iPv6dynamicPrefixFlag | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.pduSessionInformation.pduAddress.addIpv6AddrPrefixes,FIELD_AND_RELATION,T4N-R14 | T4N-R19,V-SMF,"Ctx,Attr,Uniq",CONDITIONAL,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W6_DIFFERENTIATED_CONTEXT
T4N-A51,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,Charging-characteristics substitution,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.pDUSessionChargingInformation\.pduSessionInformation\.(chargingCharacteristics|chargingCharacteristicsSelectionMode)$,2,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.pduSessionInformation.chargingCharacteristics | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.pduSessionInformation.chargingCharacteristicsSelectionMode,FIELD_AND_RELATION,T4N-R14,V-SMF,"Ctx,Auth",DIRECT,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W6_DIFFERENTIATED_CONTEXT
T4N-A52,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,"RAT, serving-PLMN, or serving-NF substitution",ChargingDataRequest \(LBO/PDU-session applicability projection\)\.pDUSessionChargingInformation\.pduSessionInformation\.(ratType|mAPDUNon3GPPRATType|servingCNPlmnId\.|servingNetworkFunctionID\.) | ChargingDataRequest \(LBO/PDU-session applicability projection\)\.(multipleUnitUsage\.usedUnitContainer\.pDUContainerInformation\.servingNodeID|roamingQBCInformation\.multipleQFIcontainer\.qFIContainerInformation\.servingNetworkFunctionID)\.,28,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.pduSessionInformation.servingNetworkFunctionID.servingNetworkFunctionInformation.nFName | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.pduSessionInformation.servingNetworkFunctionID.servingNetworkFunctionInformation.nFIPv4Address | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.pduSessionInformation.servingNetworkFunctionID.servingNetworkFunctionInformation.nFIPv6Address | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.pduSessionInformation.servingNetworkFunctionID.servingNetworkFunctionInformation.nFPLMNID.mcc | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.pduSessionInformation.servingNetworkFunctionID.servingNetworkFunctionInformation.nFPLMNID.mnc | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.pduSessionInformation.servingNetworkFunctionID.servingNetworkFunctionInformation.nodeFunctionality | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.pduSessionInformation.servingNetworkFunctionID.servingNetworkFunctionInformation.nFFqdn | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.pduSessionInformation.servingNetworkFunctionID.aMFId,FIELD_AND_RELATION,T4N-R04 | T4N-R14,V-SMF,"Ctx,Attr",CONDITIONAL,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W6_DIFFERENTIATED_CONTEXT
T4N-A53,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,User GPSI/PEI attribution substitution,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.pDUSessionChargingInformation\.userInformation\.(servedGPSI|servedPEI)$,2,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userInformation.servedGPSI | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userInformation.servedPEI,FIELD_AND_RELATION,T4N-R15,V-SMF,"Attr,Ctx",DIRECT,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W5_TWO_SUBSCRIBERS
T4N-A54,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,Unauthenticated/roamer-state substitution,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.pDUSessionChargingInformation\.userInformation\.(unauthenticatedFlag|roamerInOut)$,2,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userInformation.unauthenticatedFlag | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userInformation.roamerInOut,FIELD_AND_RELATION,T4N-R15,V-SMF,"Ctx,Auth,Attr",CONDITIONAL,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W6_DIFFERENTIATED_CONTEXT
T4N-A55,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,User-location tariff-zone substitution,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.(pDUSessionChargingInformation\.(userLocationinfo|mAPDUNon3GPPUserLocationInfo)|multipleUnitUsage\.usedUnitContainer\.pDUContainerInformation\.userLocationInformation|roamingQBCInformation\.multipleQFIcontainer\.qFIContainerInformation\.userLocationInformation)\.,468,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.tai.plmnId.mcc | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.tai.plmnId.mnc | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.tai.tac | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.tai.nid | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.ignoreTai | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.ecgi.plmnId.mcc | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.ecgi.plmnId.mnc | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.ecgi.eutraCellId,FIELD_AND_RELATION,T4N-R16,V-SMF,"Ctx,Attr",CONDITIONAL,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W6_DIFFERENTIATED_CONTEXT
